-160.71	20.69	44.81
-160.2	20.87	25.92
112.43	-11.18	25.66
112.16	-10.98	35.77
112.16	10.98	35.77
113.19	10.92	25.57
-184.36	-9.5	23.98
-183.44	-10.79	55.79
-183.44	10.79	55.79
-184.36	9.5	23.98
-184.72	-10.95	32.91
-184.2	-11.82	46.29
-184.2	11.82	46.29
-184.72	10.95	32.91
-186.54	-3.87	57.24
-188.97	2.68	23.35
-188.97	-2.68	23.35
-186.54	3.87	57.24
134.1	1.07	16.29
134.1	-1.07	16.29
41.97	3.01	2.4
41.97	-3.01	2.4
-50.12	-1.6	3.84
-50.12	1.6	3.84
113.99	1.36	12.56
113.99	-1.36	12.56
8.07	-2.47	1.99
8.07	2.47	1.99
82.88	-1.54	8.62
82.88	1.54	8.62
42.86	0.74	0.16
54.68	0.37	0.92
54.68	-0.37	0.92
42.86	-0.74	0.16
16.28	-0.67	0.45
16.28	0.67	0.45
97.52	-1.17	10.49
97.52	1.17	10.49
150.99	0.92	19.43
150.99	-0.92	19.43
173.4	-0.49	21.58
173.4	0.49	21.58
117.46	-0.07	9.7
106.32	-0.18	10.02
106.32	0.18	10.02
117.46	0.07	9.7
132.92	0	11.84
148.02	-0.05	16.59
164.99	-0.01	19.98
164.99	0.01	19.98
148.02	0.05	16.59
132.92	0	11.84
20.21	10.12	3.54
20.21	-10.12	3.54
18.66	-7.07	60.84
18.66	7.07	60.84
18.22	20.11	53.59
19.36	22.26	10.06
18.22	-20.11	53.59
19.36	-22.26	10.06
18.57	25.88	40.26
19.03	26.34	22.73
18.57	-25.88	40.26
19.03	-26.34	22.73
24.01	-3.35	2.07
24.01	3.35	2.07
28.2	-0.76	0.1
28.2	0.76	0.1
90.09	-1.74	52.28
90.09	1.74	52.28
40.81	-2.69	59.85
40.81	2.69	59.85
110.87	-1.33	49.18
110.87	1.33	49.18
27.5	1.99	61.3
27.5	-1.99	61.3
126.45	0.76	47.05
126.45	-0.76	47.05
109.91	0.42	50.82
89.59	0.52	54.55
42.15	0.68	64.56
32.74	0.6	63.96
32.74	-0.6	63.96
42.15	-0.68	64.56
89.59	-0.52	54.55
109.91	-0.42	50.82
121.01	-0.29	49.33
121.01	0.29	49.33
54.35	8.15	5.27
65.8	7.38	6.92
77.25	6.61	8.58
77.25	-6.61	8.58
65.8	-7.38	6.92
54.35	-8.15	5.27
53.21	-7.23	56.05
64.94	-6.54	54.44
76.66	-5.86	52.83
76.66	5.86	52.83
64.94	6.54	54.44
53.21	7.23	56.05
76.8	-13.1	47.61
65.08	-14.63	48.86
53.37	-16.17	50.07
54.4	-17.9	10.85
66.05	-16.2	12.05
77.7	-14.5	13.26
77.7	14.5	13.26
66.05	16.2	12.05
54.4	17.9	10.85
53.37	16.17	50.07
65.08	14.63	48.86
76.8	13.1	47.61
77.06	-16.85	37.86
65.36	-18.83	38.29
53.67	-20.81	38.55
54.09	-21.18	22.44
65.76	-19.17	23.06
77.43	-17.15	23.64
77.43	17.15	23.64
65.76	19.17	23.06
54.09	21.18	22.44
53.67	20.81	38.55
65.36	18.83	38.29
77.06	16.85	37.86
54.91	2.75	3.97
65.2	2.58	5.74
75.14	2.4	7.41
75.14	-2.4	7.41
65.2	-2.58	5.74
54.91	-2.75	3.97
76.91	1.02	6.96
69.51	0.86	4.95
61.75	0.68	2.85
76.91	-1.02	6.96
69.51	-0.86	4.95
61.75	-0.68	2.85
76.5	2.01	54.37
64.65	2.23	55.97
53.18	2.46	57.56
53.18	-2.46	57.56
64.65	-2.23	55.97
76.5	-2.01	54.37
75.9	0.58	57.4
63.47	0.61	58.69
53.16	0.65	59.98
53.16	-0.65	59.98
63.47	-0.61	58.69
75.9	-0.58	57.4
185.35	-28.99	26.2
188.58	-48.46	26.43
188.6	-48.46	25.63
185.37	-28.99	25.39
166.79	-28.03	28.96
178.41	-47.98	27.79
166.82	-28.03	27.54
178.44	-47.98	26.68
185.37	28.99	25.39
188.6	48.46	25.63
188.58	48.46	26.43
185.35	28.99	26.2
166.82	28.03	27.54
178.44	47.98	26.68
166.79	28.03	28.96
178.41	47.98	27.79
-67.69	10.34	5.34
-67.69	-10.34	5.34
-69.65	-9.17	68.52
-69.65	9.17	68.52
-68.4	-28.63	11.8
-69.43	-24.91	60.17
-69.43	24.91	60.17
-68.4	28.63	11.8
-68.73	-32.93	24.8
-68.99	-32.06	43.51
-68.99	32.06	43.51
-68.73	32.93	24.8
-55.34	35.14	22.66
-55.32	33.65	14.69
-65.39	33.2	14.01
-65.48	34.63	21.17
-55.32	-33.65	14.69
-55.34	-35.14	22.66
-65.48	-34.63	21.17
-65.39	-33.2	14.01
-63.2	37.39	20.62
-56.96	36.89	21.09
-56.88	35.58	15.29
-63.45	36.28	15.4
-56.96	-36.89	21.09
-63.2	-37.39	20.62
-63.45	-36.28	15.4
-56.88	-35.58	15.29
-40.38	40.76	22.78
-40.37	39.19	22.6
-45.99	40.62	12.64
-46.03	42.46	12.88
-40.37	-39.19	22.6
-40.38	-40.76	22.78
-46.03	-42.46	12.88
-45.99	-40.62	12.64
-34.3	39.93	19.24
-34.27	38.87	18.99
-38.77	39.98	11.73
-38.88	40.95	12.05
-34.27	-38.87	18.99
-34.3	-39.93	19.24
-38.88	-40.95	12.05
-38.77	-39.98	11.73
-29.91	38.72	15.6
-29.87	38.17	15.37
-31.51	38.78	11.83
-31.58	39.23	12.08
-29.87	-38.17	15.37
-29.91	-38.72	15.6
-31.58	-39.23	12.08
-31.51	-38.78	11.83
-49.21	41.47	22.26
-48.68	39.61	22.09
-51.46	39.93	13.14
-52.12	41.87	13.28
-48.68	-39.61	22.09
-49.21	-41.47	22.26
-52.12	-41.87	13.28
-51.46	-39.93	13.14
-80.11	10.03	5.68
-81.77	-8.89	69.3
-80.29	-26.74	12.67
-81.55	24.16	60.64
-80.95	-31.73	24.27
-81.42	31.35	42.62
-80.11	-10.03	5.68
-81.77	8.89	69.3
-81.55	-24.16	60.64
-80.29	26.74	12.67
-81.42	-31.35	42.62
-80.95	31.73	24.27
-27.6	10.04	4.13
-27.6	-10.04	4.13
-28.83	-8.91	65.78
-28.83	8.91	65.78
-28.62	-24.19	57.8
-27.4	-26.78	10.99
-28.62	24.19	57.8
-27.4	26.78	10.99
-28.23	-31.14	42.78
-27.77	-31.69	25.24
-28.23	31.14	42.78
-27.77	31.69	25.24
-56.87	40.32	21.15
-53.83	38.83	21.18
-54.78	37.92	14.41
-58.11	39.73	14.63
-53.83	-38.83	21.18
-56.87	-40.32	21.15
-58.11	-39.73	14.63
-54.78	-37.92	14.41
-89	9.85	6.36
-90.66	-8.73	69.71
-89.18	-26.26	13.22
-90.43	23.72	60.9
-90.01	30.53	45.44
-89	-9.85	6.36
-90.66	8.73	69.71
-90.43	-23.72	60.9
-89.18	26.26	13.22
-90.01	-30.53	45.44
-89.39	-31.06	22.03
-89.39	31.06	22.03
-89.71	-31.84	36.5
-89.43	-31.55	25.44
-89.43	31.55	25.44
-89.71	31.84	36.5
-84.31	-31.74	27.12
-84.4	-31.89	33.85
-84.4	31.89	33.85
-84.31	31.74	27.12
-94.38	-31.28	27.28
-94.61	-31.43	33.72
-94.61	31.43	33.72
-94.38	31.28	27.28
-89.54	-31.74	26.99
-85.88	-31.7	27.93
-85.68	-32.55	31.61
-89.62	-33.39	33.42
-93.26	-32.26	31.46
-93.09	-31.42	28.06
-89.62	33.39	33.42
-85.68	32.55	31.61
-85.88	31.7	27.93
-89.54	31.74	26.99
-93.09	31.42	28.06
-93.26	32.26	31.46
-89.59	-31.26	28.17
-87.23	-31.5	28.68
-87.22	-32.4	29.78
-89.64	-32.96	30.69
-91.92	-32.22	29.83
-91.89	-31.33	28.71
-89.64	32.96	30.69
-87.22	32.4	29.78
-87.23	31.5	28.68
-89.59	31.26	28.17
-91.89	31.33	28.71
-91.92	32.22	29.83
-89.64	-30.88	28.34
-87.84	-31.05	28.86
-87.79	-31.54	29.51
-89.67	-31.98	30.24
-91.57	-31.39	29.6
-91.55	-30.9	28.82
-89.67	31.98	30.24
-87.79	31.54	29.51
-87.84	31.05	28.86
-89.64	30.88	28.34
-91.55	30.9	28.82
-91.57	31.39	29.6
-89.62	-29.42	28.76
-88.2	-29.68	28.97
-88.16	-30	29.45
-89.63	-30.05	29.8
-91.11	-29.88	29.47
-91.09	-29.56	28.97
-89.63	30.05	29.8
-88.16	30	29.45
-88.2	29.68	28.97
-89.62	29.42	28.76
-91.09	29.56	28.97
-91.11	29.88	29.47
-106.88	8.03	7.79
-106.88	-8.02	7.79
-108.82	-16.83	11.74
-108.82	16.87	11.74
-143.7	11.08	9.56
-143.7	-11.07	9.56
-101.67	-6.84	12.46
-101.67	6.84	12.46
-120.65	6.78	6.64
-122.36	-7.75	67.79
-122.36	7.75	67.79
-121.19	-23.96	13.74
-122.15	-21.05	59.81
-122.15	21.05	59.81
-121.19	23.96	13.74
-121.24	-27.57	24.79
-121.74	-27.09	43.92
-121.74	27.09	43.92
-121.24	27.57	24.79
-121.11	-12.14	9.86
-121.11	12.16	9.86
-120.65	-6.78	6.64
-102.52	-6.34	20.97
-102.52	6.34	20.97
-120.67	-5.1	9.1
-120.67	5.11	9.1
-122.09	14.65	11.34
-122.09	-14.63	11.34
-139.52	5.21	14.97
-139.52	-5.21	14.97
-156.86	-5.19	2.58
-154.29	-4.05	0.68
-135.32	-6.09	4.54
-136.19	-9.74	7.44
-153.27	2.57	2.58
-153.27	-2.57	2.58
-135.76	-4.36	5.98
-135.76	4.36	5.98
-156.86	5.19	2.58
-154.29	4.05	0.68
-135.32	6.09	4.54
-136.19	9.75	7.44
-146.27	-5.72	2.15
-147.48	-8.45	4.67
-146.52	-3.88	3.58
-146.52	3.88	3.58
-146.27	5.72	2.15
-147.48	8.45	4.67
-110.92	12.82	12.4
-160.15	4.46	8.6
-110.92	-12.79	12.4
-120.97	-10.62	12.22
-120.97	10.64	12.22
-121.25	-10.44	10.73
-121.25	10.46	10.73
-160.15	-4.46	8.6
-155.87	-4.35	3.64
-136.38	-8.41	8.08
-155.87	4.35	3.64
-136.38	8.42	8.08
-147.52	-7.26	5.41
-147.52	7.27	5.41
-108.58	10.41	12.99
-155.2	-4.93	11.41
-136.07	7.17	7.05
-155.2	4.93	11.41
-108.58	-10.39	12.99
-113.86	-9.22	16.3
-113.86	9.23	16.3
-120.97	-8.63	9.95
-120.97	8.64	9.95
-154.75	-3.74	3.1
-136.07	-7.17	7.05
-154.75	3.74	3.1
-147	-6.3	4.54
-147	6.3	4.54
-73.8	-4.2	12.31
-73.85	-4.05	22.94
-73.85	4.05	22.94
-73.8	4.2	12.31
-143.11	8.16	10.01
-143.11	-8.15	10.01
-140.67	7.98	13.26
-140.67	-7.98	13.26
-89.58	-31.6	27.71
-89.58	-31.45	27.98
-86.5	-31.64	28.31
-86.78	-31.58	28.48
-86.33	-32.71	30.83
-86.67	-32.59	30.39
-89.62	-33.86	32.23
-89.62	-33.38	31.64
-92.67	-32.47	30.76
-92.36	-32.38	30.37
-92.55	-31.4	28.42
-92.28	-31.37	28.55
-89.62	33.86	32.23
-89.62	33.38	31.64
-86.33	32.71	30.83
-86.67	32.59	30.39
-86.5	31.64	28.31
-86.78	31.58	28.48
-89.58	31.6	27.71
-89.58	31.45	27.98
-92.55	31.4	28.42
-92.28	31.37	28.55
-92.67	32.47	30.76
-92.36	32.38	30.37
174.97	-0.31	32.24
174.97	0.31	32.24
152.88	0.49	41.5
140.12	0.53	45.28
140.12	-0.53	45.28
152.88	-0.49	41.5
-40.5	0	67.93
-16.3	-30.85	33.21
183.74	0	24.75
7.11	28.16	31.93
-190.74	0	41.45
142.5	-1.86	18.81
111.87	0	9.5
35.8	0	-0.35
-169.41	0	10.21
-101.72	0	7.05
-56.53	0	4.11
144.18	0	44.59
99.7	0	52.88
69.39	0	58.78
6.12	0	62.96
-168.88	0	65.1
-110.97	0	69.89
-61.34	0	69.25
142.44	-7.97	24.53
100.79	-13.11	30.82
71.4	-18.33	30.79
30.32	-25.02	30.95
-168.16	-18.93	36.12
-133.04	-26.31	34.06
-88.72	-29.44	29.25
-168.16	18.93	36.12
-133.04	26.31	34.06
-88.72	29.44	29.25
-39.63	33.04	34.58
142.13	7.52	36.29
100.8	13.11	30.82
71.4	18.33	30.79
-178.86	0	15.3
-179.76	0	62.84
-153.36	0	66.38
-187.83	-8.39	40.54
-152.53	-23.11	34.63
-187.83	8.39	40.54
-152.53	23.11	34.63
180.19	0	22.24
166.12	0	36.43
189.43	-39.16	25.6
189.43	39.16	25.6
125.28	0	9.63
131.71	0	45.93
123.82	-9.9	30.69
123.99	9.84	30.68
-17.04	-16.69	61.67
-39	-20.2	6.84
182.52	0	27.03
182.56	0	22.84
6.4	15.23	59.23
31.01	15.44	5.97
-187.92	0	55.05
-190.61	0	26.11
142.11	-4.55	41.49
142.55	-5.16	20.12
100.35	-7.17	47.83
101.26	-8.08	13.3
70.86	-10.03	51.54
60.28	-12.57	8.09
29.7	-13.66	56.59
7.88	-17.35	6.09
-168.22	-11.11	12.84
-168.81	-10.92	61.91
-110.86	-15.85	65.74
-93.31	-18.93	9.59
-61.23	-18.12	65.18
-168.81	10.92	61.91
-168.22	11.11	12.84
-133.82	14.23	63.89
-95	16.81	66.57
-59.65	20.49	7.34
-40.39	17.87	63.86
-15.59	18.83	6.39
142.11	4.55	41.49
101.4	8.09	13.41
100.35	7.17	47.83
71.91	11.31	9.57
59.13	11.14	53.02
-187.62	-5.94	23.52
-179.88	-9.75	60.2
-153.27	-12.53	62.74
-185.64	7.91	57.06
-179.24	8.81	18.14
-153.27	12.53	62.74
165.84	-2.96	33.36
166.01	-3.46	22.09
165.8	3.48	22.13
165.84	2.96	33.36
123.42	-5.41	44.85
124.18	-6.11	16.83
132.05	6.76	21.36
123.42	5.41	44.85
182.63	0	25.94
182.68	0	23.86
166.07	-4.95	30.41
166.22	-5.23	24.62
166.03	5.19	24.55
166.07	4.95	30.41
186.83	-6.98	24.94
179.7	-38.52	27.55
169.95	-38.19	28.1
179.74	-38.52	26.12
186.83	6.98	24.94
179.74	38.52	26.12
169.95	38.19	28.1
179.7	38.52	27.55
-16.74	-27.69	50.18
-39	-31.49	17.86
6.67	25.27	48.55
30.73	23.8	15.27
-189.44	0	49.83
-191.57	0	32.61
100.52	-11.77	41.3
101.08	-12.47	19.82
71.06	-16.45	43.87
60.09	-19.37	16.31
29.9	-22.45	46.86
7.52	-26.79	15.92
-167.58	-17.65	20.7
-168.58	-17.23	52.51
-132.63	-25.06	17.68
-110.51	-26.31	52.93
-60.9	-30.06	52.43
-168.58	17.23	52.51
-167.58	17.65	20.7
-133.52	23.61	52.51
-109.67	27.96	18.35
-94.62	27.89	53.2
-29.21	38.39	13.31
-40.07	29.65	51.64
-15.87	29.35	16.83
101.22	12.41	19.8
100.52	11.77	41.3
71.75	17.44	17.24
59.35	18.27	44.68
-188.32	-7.39	30.22
-180.17	-13.56	52.25
-152.99	-20.76	52.34
-152.17	-21.65	17.94
-186.77	9.09	50.85
-180.04	13.12	25.39
-152.17	21.65	17.94
-152.99	20.76	52.34
123.6	-8.89	38.93
124.04	-9.42	22.29
123.6	8.89	38.93
142.13	-7.52	36.29
141.78	8.67	30.32
142.04	-8.71	30.38
-180.39	-14.08	38.36
-180.39	14.08	38.36
-180.04	-13.12	25.39
-186.77	-9.09	50.85
-180.17	13.56	52.25
-188.32	7.39	30.22
-179.24	-8.81	18.14
-185.64	-7.91	57.06
-179.88	9.75	60.2
-187.62	5.94	23.52
-185.03	0	59.41
-187.02	0	20.7
102.45	-2.79	11.53
59.59	4.55	5.25
32.21	-5.55	2.66
124.26	-2.19	15.22
124.44	2.2	15.33
0.96	0	2.34
-15.75	0	2.93
11.52	6.01	2.49
49.63	0	0.12
70.57	-4.11	6.93
62.78	1.55	4.37
73.92	0	5.87
71.53	-1.62	6.24
34.61	-1.73	1.09
10.6	0	1.13
18.41	1.75	1.11
91.96	0	10.08
164.77	1.46	21.17
142.23	1.89	18.84
139.69	0	13.39
86.71	0	9.34
102.46	2.79	11.54
157.09	0	18.39
164.78	-1.46	21.17
107.75	-0.61	10.53
100.37	0	10.25
107.75	0.61	10.53
124.79	0.45	12.36
141.06	0.33	16.03
160.26	0.22	19.7
172.49	0	21.21
160.26	-0.22	19.7
141.06	-0.33	16.03
124.79	-0.45	12.36
30.32	25.02	30.95
22	0	-0.12
36.9	0	65.46
7.11	-28.16	31.93
29.7	13.66	56.59
7.88	17.35	6.09
6.4	-15.23	59.23
31.01	-15.44	5.97
29.9	22.45	46.86
7.52	26.79	15.92
6.67	-25.27	48.55
30.73	-23.8	15.27
11.52	-6.01	2.49
32.21	5.55	2.66
18.41	-1.75	1.11
34.61	1.73	1.09
100.23	2.6	50.31
100.23	-2.6	50.31
70.76	3.64	54.5
59.04	-4.04	56.14
121.71	-1.93	47.28
31.67	4.77	59.95
21.84	0	61.29
116.77	0	50.23
31.67	-4.77	59.95
121.71	1.93	47.28
99.94	0.91	51.66
70.06	1.21	56.72
35.19	1.48	62.73
28.65	0	62.61
35.19	-1.48	62.73
58.53	-1.32	57.83
99.94	-0.91	51.66
118.46	-0.69	48.93
125.19	0	48.19
118.46	0.69	48.93
47.89	0	63.1
58.05	0	59.38
81.95	0	56.69
47.86	-22.41	30.47
59.72	-20.36	30.62
83.27	-16.26	30.85
47.86	22.41	30.47
59.72	20.36	30.62
83.27	16.26	30.85
47.23	-12.26	54.52
59.13	-11.14	53.02
82.76	-8.89	50.03
83.71	-10.02	11.06
71.91	-11.31	9.57
48.47	-13.83	6.64
48.47	13.83	6.64
60.28	12.57	8.09
83.71	10.02	11.06
82.76	8.89	50.03
70.86	10.03	51.54
47.23	12.26	54.52
47.46	-20.12	45.51
59.35	-18.27	44.68
82.95	-14.59	42.92
83.6	-15.47	18.19
71.75	-17.44	17.24
48.25	-21.32	15.4
48.25	21.32	15.4
60.09	19.37	16.31
83.6	15.47	18.19
82.95	14.59	42.92
71.06	16.45	43.87
47.46	20.12	45.51
81.37	3.58	8.58
70.57	4.11	6.93
48.39	4.98	3.57
48.39	-4.98	3.57
59.59	-4.55	5.25
81.37	-3.58	8.58
78.66	1.67	7.76
71.53	1.62	6.24
51.75	1.33	1.93
59.5	0	1.64
66.8	0	3.76
80.89	0	7.93
51.75	-1.33	1.93
62.78	-1.55	4.37
78.66	-1.67	7.76
47.21	4.45	57.84
59.04	4.04	56.14
82.68	3.23	52.81
82.68	-3.23	52.81
70.76	-3.64	54.5
47.21	-4.45	57.84
47.58	1.43	60.56
58.53	1.32	57.83
82.31	1.1	54.82
82.31	-1.1	54.82
70.06	-1.21	56.72
47.58	-1.43	60.56
190.35	-57.69	26
189.01	-19.85	25.2
190.35	57.69	26
189.01	19.85	25.2
185.75	-54.47	27.07
174.93	-15.84	27.58
183.11	-57.36	26.81
156.58	-18.28	29.37
185.78	-54.47	25.9
174.97	-15.84	26.01
185.78	54.47	25.9
174.96	15.84	26.01
183.11	57.36	26.81
156.57	18.28	29.37
185.75	54.47	27.07
174.93	15.84	27.58
-74.58	0	4.6
-76.37	0	69.94
-60.44	-33.56	34.72
-60.44	33.56	34.72
-59.65	-20.49	7.34
-76.26	-17.52	65.81
-61.23	18.12	65.18
-74.75	19.78	8.19
-29.21	-38.39	13.31
-75.92	-29.07	52.64
-60.9	30.06	52.43
-75.21	30.83	17.79
-52.06	33.63	18.66
-60.13	31.73	11.87
-68.26	32.64	17.42
-60.32	34.34	24.36
-52.06	-33.63	18.66
-60.32	-34.34	24.36
-68.26	-32.64	17.42
-60.13	-31.73	11.87
-58.03	38.63	21.9
-55.15	37.1	17.95
-58.71	37.21	14.07
-61.59	38.73	18.02
-58.03	-38.63	21.9
-61.59	-38.73	18.02
-58.71	-37.21	14.07
-55.15	-37.1	17.95
-36.08	39.47	22.88
-39.87	39.51	16.63
-43.7	41.43	10.73
-39.92	41.39	16.97
-36.08	-39.47	22.88
-39.92	-41.39	16.97
-43.7	-41.43	10.73
-39.87	-39.51	16.63
-30.93	38.66	17.99
-32.87	38.7	14.13
-34.92	39.75	10.68
-32.97	39.71	14.54
-30.93	-38.66	17.99
-32.97	-39.71	14.54
-34.92	-39.75	10.68
-32.87	-38.7	14.13
-43.82	40.14	24.57
-46.76	39.62	17.75
-49.86	41.63	11.17
-46.92	42.16	17.99
-43.82	-40.14	24.57
-46.92	-42.16	17.99
-49.86	-41.63	11.17
-46.76	-39.62	17.75
-75.36	-32.39	33.66
-75.36	32.39	33.66
-74.75	-19.78	8.19
-76.26	17.52	65.81
-75.21	-30.83	17.79
-75.92	29.07	52.64
-84.72	0	4.97
-86.44	0	70.61
-86.33	-17.1	66.34
-84.82	19.3	8.76
-86	-28.37	53.01
-17.14	0	65.59
-39.63	-33.04	34.58
-16.3	30.85	33.21
-40.39	-17.87	63.86
-15.59	-18.83	6.39
-17.04	16.69	61.67
-39	20.2	6.84
-40.07	-29.65	51.64
-15.87	-29.35	16.83
-16.74	27.69	50.18
-39	31.49	17.86
-42.85	0	3.69
-93.7	-29.56	18.21
-85.07	30.07	17.79
-54.92	35.27	18.64
-60.61	-36.17	22.43
-60.61	36.17	22.43
-66.24	-35.27	17.67
-66.24	35.27	17.67
-60.55	-34.37	13.88
-60.55	34.37	13.88
-54.92	-35.27	18.64
-52.09	40.34	23.02
-52.14	38.89	17.61
-54.52	39.96	12.38
-54.47	41.42	17.79
-52.09	-40.34	23.02
-54.47	-41.42	17.79
-54.52	-39.96	12.38
-52.14	-38.89	17.61
-96.74	-31.08	31.81
-96.74	31.08	31.81
-84.82	-19.3	8.76
-86.33	17.1	66.34
-86	28.37	53.01
-93.18	0	6.03
-95.12	0	70.89
-95	-16.81	66.57
-93.31	18.93	9.59
-94.62	-27.89	53.2
-85.07	-30.07	17.79
-93.7	29.56	18.21
-85.94	-31.64	24.5
-86.31	31.61	39.41
-93.27	-31.25	39.43
-92.86	31.27	24.7
-82.45	-31.87	31.61
-82.45	31.87	31.61
-90.52	-29.37	29.25
-90.52	29.37	29.25
-85.94	31.64	24.5
-92.86	-31.27	24.7
-93.27	31.25	39.43
-86.31	-31.61	39.41
-87.05	-31.69	26.49
-84.48	-31.91	29.81
-87.06	-32.51	33.97
-92.09	-32.3	33.82
-94.31	-31.5	29.78
-91.85	-31.49	26.61
-87.06	32.51	33.97
-84.48	31.91	29.81
-87.05	31.69	26.49
-91.85	31.49	26.61
-94.31	31.5	29.78
-92.09	32.3	33.82
-87.92	-31.52	27.94
-86.12	-32.02	29.41
-87.83	-33.35	31.56
-91.32	-33.22	31.52
-92.88	-31.76	29.44
-91.21	-31.4	28.01
-87.83	33.35	31.56
-86.12	32.02	29.41
-87.92	31.52	27.94
-91.21	31.4	28.01
-92.88	31.76	29.44
-91.32	33.22	31.52
-88.43	-31.26	28.42
-87.23	-31.72	29.16
-88.44	-32.46	30.12
-90.86	-32.37	30.18
-92.04	-31.54	29.2
-90.82	-31.17	28.4
-88.44	32.46	30.12
-87.23	31.72	29.16
-88.43	31.26	28.42
-90.82	31.17	28.4
-92.04	31.54	29.2
-90.86	32.37	30.18
-88.69	-30.15	28.62
-87.74	-30.4	29.17
-88.66	-30.9	29.87
-90.65	-30.82	29.91
-91.61	-30.24	29.19
-90.61	-30.07	28.6
-88.66	30.9	29.87
-87.74	30.4	29.17
-88.69	30.15	28.62
-90.61	30.07	28.6
-91.61	30.24	29.19
-90.65	30.82	29.91
-113.23	0	6.77
-102.21	-16.15	9.91
-113.55	12.13	9.08
-102.21	16.16	9.91
-163.95	0	7.95
-105.1	-9.13	16.28
-153.92	7.32	8.58
-113.08	8.57	11.02
-132.57	17.55	11.15
-111.85	-21	12.39
-153.3	-14.12	10.36
-153.3	14.12	10.36
-133.92	0	67.65
-110.06	-29.31	33.93
-110.06	29.31	33.93
